125,0,7
163,0,9
313,0,9
900,0,10
1113,0,7
1174,0,10
1298,0,9
1614,0,7
1727,0,9
1753,0,10
1794,0,7
74,1,5
129,1,8
163,1,7
246,1,7
1181,1,10
1199,1,6
1287,1,4
1354,1,1
1538,1,8
1864,1,7
1911,1,8
62,2,10
74,2,10
275,2,9
359,2,10
450,2,1
941,2,10
1070,2,10
1113,2,8
1162,2,8
1212,2,10
1298,2,5
1369,2,3
1727,2,9
1842,2,9
2015,2,7
14,3,7
21,3,7
56,3,5
65,3,7
125,3,7
243,3,8
1486,3,5
1675,3,9
1742,3,8
1753,3,10
86,4,10
396,4,8
679,4,10
730,4,5
877,4,10
932,4,8
1046,4,9
1113,4,8
1181,4,10
1259,4,10
1349,4,7
1364,4,8
1470,4,10
1727,4,9
47,5,7
74,5,9
83,5,8
140,5,5
243,5,9
246,5,8
304,5,8
396,5,6
447,5,10
533,5,10
1149,5,10
1181,5,9
1343,5,10
1349,5,7
1420,5,6
1475,5,7
1564,5,10
1860,5,10
46,6,10
163,6,8
396,6,6
447,6,10
1123,6,10
1349,6,8
1614,6,10
1753,6,10
2047,6,9
2081,6,9
34,7,5
74,7,9
83,7,8
129,7,10
309,7,7
396,7,8
440,7,9
730,7,8
743,7,8
1475,7,7
1564,7,10
1740,7,8
1804,7,10
1864,7,6
1911,7,10
2015,7,7
21,8,8
86,8,10
396,8,8
533,8,10
679,8,10
698,8,9
730,8,6
1120,8,8
1233,8,9
1330,8,9
1470,8,10
1538,8,10
25,9,8
86,9,10
304,9,8
1162,9,9
1369,9,5
1599,9,9
1626,9,8
1773,9,10
1995,9,10
25,10,10
74,10,9
428,10,10
554,10,10
618,10,3
900,10,9
1178,10,9
1181,10,10
1295,10,10
1305,10,8
1349,10,9
1417,10,10
1420,10,10
1517,10,9
1564,10,10
1599,10,10
1685,10,9
1864,10,8
2021,10,10
2081,10,8
136,11,8
370,11,9
396,11,8
447,11,10
679,11,10
743,11,7
1162,11,8
1181,11,10
1183,11,10
1212,11,10
1298,11,8
1349,11,8
1394,11,9
1475,11,7
1581,11,8
1591,11,6
163,12,7
730,12,5
1096,12,7
1123,12,7
1330,12,5
1689,12,3
1911,12,10
21,13,10
25,13,7
80,13,6
96,13,9
163,13,9
177,13,7
1330,13,10
1344,13,8
1522,13,9
1594,13,10
1626,13,10
62,14,10
214,14,10
440,14,6
730,14,8
988,14,10
1911,14,10
163,15,7
319,15,9
396,15,8
730,15,5
1330,15,9
1334,15,7
1999,15,9
13,16,10
196,16,10
214,16,10
459,16,8
667,16,10
730,16,10
1402,16,7
1522,16,10
1564,16,10
1689,16,9
25,17,6
96,17,10
163,17,9
174,17,9
466,17,10
837,17,8
1162,17,9
1564,17,10
1626,17,10
1911,17,10
214,18,10
283,18,5
370,18,8
393,18,9
440,18,8
1162,18,8
1233,18,9
1369,18,3
1451,18,7
1470,18,10
1750,18,10
1870,18,10
1911,18,9
21,19,10
86,19,8
139,19,10
163,19,8
217,19,8
313,19,7
743,19,8
1181,19,10
1349,19,9
1389,19,6
1402,19,10
1465,19,10
1475,19,7
25,20,7
370,20,8
1111,20,10
1305,20,7
1486,20,7
1564,20,10
1599,20,7
2047,20,8
2081,20,8
25,21,6
370,21,9
730,21,9
740,21,7
1181,21,10
1571,21,7
1626,21,7
96,22,7
163,22,7
243,22,8
319,22,6
370,22,7
530,22,6
721,22,8
741,22,8
1111,22,10
1607,22,8
1626,22,8
2015,22,7
129,23,10
396,23,8
447,23,10
1091,23,10
1093,23,5
1113,23,9
1181,23,10
1305,23,9
1309,23,9
1330,23,10
1349,23,8
1387,23,10
1473,23,8
1486,23,10
1541,23,10
2015,23,8
14,24,6
25,24,7
96,24,6
129,24,10
163,24,6
283,24,6
533,24,10
633,24,8
700,24,8
1162,24,8
1233,24,8
1287,24,6
1292,24,9
1305,24,8
1334,24,4
1339,24,8
1541,24,9
1599,24,8
1763,24,7
1773,24,10
1973,24,6
1996,24,10
2021,24,3
2071,24,9
14,25,7
25,25,9
62,25,8
65,25,10
86,25,7
135,25,10
163,25,9
283,25,6
359,25,10
384,25,8
671,25,8
1162,25,8
1174,25,10
1183,25,8
1352,25,10
1414,25,10
1671,25,10
1742,25,10
1763,25,10
1930,25,6
2041,25,8
2071,25,10
32,26,10
96,26,10
130,26,8
196,26,10
548,26,8
554,26,10
598,26,10
679,26,4
1113,26,7
1162,26,9
1178,26,7
1181,26,10
1349,26,9
1350,26,10
1379,26,6
1486,26,6
1564,26,10
1727,26,10
2015,26,10
2065,26,8
2081,26,9
62,27,9
129,27,10
177,27,6
243,27,4
319,27,7
979,27,10
1037,27,8
1402,27,8
1451,27,7
1486,27,10
25,28,6
96,28,10
129,28,10
140,28,8
196,28,9
283,28,6
721,28,8
743,28,8
1162,28,8
1356,28,8
1435,28,8
1486,28,6
1599,28,9
2021,28,10
2071,28,8
39,29,9
227,29,9
1111,29,10
1369,29,6
1486,29,7
1564,29,10
2071,29,9
2081,29,7
25,30,7
96,30,10
319,30,8
530,30,9
730,30,8
743,30,7
1541,30,8
1626,30,8
25,31,6
47,31,7
62,31,6
163,31,7
190,31,9
283,31,7
533,31,7
1369,31,4
1389,31,3
1727,31,9
2071,31,8
283,32,7
338,32,6
384,32,8
533,32,10
671,32,5
1120,32,7
1233,32,7
1486,32,7
1703,32,8
1804,32,6
2071,32,9
70,33,7
177,33,5
1111,33,10
1369,33,3
1689,33,7
243,34,10
297,34,10
530,34,7
743,34,8
1350,34,10
1465,34,10
1541,34,9
1599,34,7
1689,34,8
2015,34,9
2047,34,8
2081,34,8
13,35,8
25,35,7
174,35,7
313,35,8
730,35,7
1120,35,8
1369,35,5
1390,35,9
1564,35,10
1727,35,9
2081,35,8
243,36,7
319,36,10
1027,36,1
1564,36,10
1713,36,8
1825,36,1
62,37,7
86,37,6
96,37,9
148,37,5
283,37,7
304,37,7
533,37,10
1111,37,9
1151,37,8
1742,37,6
1825,37,3
2071,37,8
62,38,10
96,38,10
163,38,7
227,38,10
275,38,9
384,38,10
536,38,9
679,38,10
1003,38,10
1339,38,8
1349,38,8
1486,38,10
1564,38,7
1827,38,7
2021,38,6
2081,38,8
14,39,7
354,39,10
533,39,10
1334,39,6
1541,39,9
1571,39,9
1599,39,8
1607,39,8
1742,39,10
1773,39,9
1804,39,8
1996,39,10
2021,39,9
2047,39,8
2077,39,8
61,40,8
96,40,7
533,40,10
1343,40,9
1364,40,8
1369,40,6
1541,40,9
1689,40,7
2071,40,8
65,41,10
78,41,10
136,41,7
163,41,9
196,41,10
464,41,6
721,41,9
743,41,8
784,41,10
1113,41,7
1119,41,10
1174,41,10
1243,41,10
1287,41,5
1343,41,8
1369,41,7
1402,41,9
1671,41,10
1676,41,10
1740,41,10
1796,41,10
1911,41,10
1969,41,10
2030,41,10
2071,41,10
2077,41,10
96,42,7
163,42,6
533,42,10
1773,42,10
1825,42,8
2071,42,8
21,43,8
129,43,10
136,43,7
163,43,8
319,43,8
679,43,10
740,43,10
1111,43,10
1119,43,10
1181,43,10
1303,43,10
1305,43,8
1349,43,8
1369,43,4
1414,43,10
1475,43,7
1486,43,10
1750,43,10
1867,43,9
1911,43,10
2021,43,2
2081,43,9
24,44,7
61,44,8
86,44,9
530,44,3
721,44,8
1070,44,5
1114,44,4
1561,44,6
1626,44,6
1713,44,10
1727,44,8
1794,44,6
62,45,10
163,45,9
433,45,8
743,45,8
1111,45,10
1162,45,8
1343,45,8
1465,45,9
1626,45,7
1737,45,8
3,46,10
730,46,8
1181,46,10
1472,46,10
1522,46,9
1626,46,6
25,47,6
86,47,10
96,47,8
100,47,10
250,47,8
275,47,10
313,47,7
359,47,10
396,47,6
660,47,10
679,47,8
721,47,10
1113,47,6
1486,47,7
1561,47,10
1607,47,8
1713,47,10
1727,47,9
2015,47,10
2047,47,8
2081,47,8
14,48,7
25,48,10
96,48,9
129,48,10
131,48,4
359,48,10
533,48,7
1091,48,9
1181,48,10
1233,48,8
1334,48,6
1343,48,9
1438,48,8
1486,48,10
1742,48,10
1763,48,10
1773,48,10
1996,48,10
2047,48,8
2071,48,10
2077,48,10
354,49,10
370,49,8
1162,49,8
1538,49,8
1571,49,6
1902,49,9
2081,49,8
370,50,8
1323,50,10
1402,50,7
1546,50,3
1571,50,9
1626,50,7
25,51,7
163,51,7
227,51,10
740,51,10
1003,51,10
1339,51,8
1379,51,7
1451,51,7
1465,51,9
1470,51,10
1473,51,9
1486,51,9
1599,51,9
1713,51,10
1737,51,7
1743,51,10
2015,51,7
2021,51,8
2081,51,9
177,52,6
1393,52,8
1486,52,9
86,53,10
129,53,10
163,53,9
333,53,10
396,53,8
530,53,8
533,53,10
679,53,10
1069,53,8
1305,53,8
1334,53,9
1344,53,9
1349,53,9
1538,53,10
1727,53,10
56,54,7
243,54,8
319,54,7
370,54,8
530,54,9
679,54,6
1178,54,5
1303,54,10
1402,54,8
1599,54,8
2081,54,8
65,55,9
243,55,8
273,55,7
530,55,3
1626,55,7
1827,55,7
1867,55,8
1902,55,8
62,56,8
148,56,6
177,56,6
370,56,8
477,56,3
1323,56,8
1486,56,9
1737,56,4
2015,56,9
83,57,8
721,57,8
1178,57,5
2015,57,8
2021,57,4
25,58,6
83,58,5
428,58,8
721,58,6
1120,58,7
1387,58,5
1402,58,6
1561,58,8
239,59,2
283,59,1
370,59,1
1369,59,5
1561,59,1
1727,59,5
533,60,10
1123,60,7
1369,60,7
1564,60,9
1591,60,4
87,61,10
440,61,10
530,61,8
740,61,9
743,61,8
1003,61,8
1626,61,8
2015,61,10
32,62,8
96,62,7
1003,62,9
1402,62,7
1599,62,8
2081,62,8
86,63,10
123,63,9
163,63,8
313,63,8
319,63,8
1626,63,7
2015,63,9
21,64,6
227,64,8
1003,64,8
1111,64,8
1343,64,5
1522,64,8
1689,64,6
59,65,10
65,65,3
74,65,9
155,65,10
313,65,8
393,65,10
671,65,6
745,65,5
1186,65,5
1343,65,10
1599,65,7
1804,65,10
2041,65,7
2078,65,10
3,66,10
129,66,10
136,66,7
163,66,8
177,66,10
354,66,8
411,66,10
530,66,9
684,66,10
1022,66,10
1046,66,8
1069,66,7
1120,66,8
1123,66,7
1162,66,8
1168,66,8
1181,66,10
1184,66,10
1470,66,10
1475,66,7
1486,66,10
1522,66,9
1571,66,8
1867,66,9
1973,66,9
2081,66,8
62,67,10
96,67,7
112,67,9
129,67,10
163,67,9
214,67,9
319,67,8
730,67,4
741,67,10
1037,67,9
1486,67,9
1737,67,7
190,68,5
243,68,8
401,68,10
740,68,9
785,68,2
